product_id,product_name,subcategory,month_minus_3,month_minus_2,month_minus_1,prediction,allocation_ratio,historical_avg,actual,mape
FMWGUEA05,薄鹽鯖魚140/170-[有骨]A團膳用-6K,薄鹽鯖魚,2082.0,2430.0,222.0,1693.1774574354788,0.1699693909430158,16.951372171401058,0,999
1UFMJEWGD,薄鹽鯖魚130/160-5K-[無中骨]團膳用,薄鹽鯖魚,1485.0,1645.0,45.0,1184.7277992091954,0.11892874050534652,8.711389521640092,0,999
FMWGJEA0C,薄鹽鯖魚100/130-6K-[無中骨]A團膳用,薄鹽鯖魚,966.0,1194.0,12.0,843.1519679786958,0.08463969670775347,10.917186417186418,0,999
FMWGJEA0E,薄鹽鯖魚160/200-6K-[無中骨]A團膳用,薄鹽鯖魚,1074.0,924.0,12.0,821.3858166314196,0.08245470453730874,10.57359413202934,0,999
FMWGJEA0D,薄鹽鯖魚130/160-6K-[無中骨]A團膳用,薄鹽鯖魚,918.0,1176.0,12.0,795.0373176320854,0.07980971401519145,9.276869158878505,0,999
1UFMJEWGE,薄鹽鯖魚160/200-5K-[無中骨]團膳用,薄鹽鯖魚,965.0,1255.0,15.0,780.9084123715728,0.07839138576420102,9.025686448184233,0,999
1UFMJEWGC,薄鹽鯖魚100/130-5K-[無中骨]團膳用,薄鹽鯖魚,810.0,1105.0,15.0,676.8509344394195,0.06794558986163633,9.010989010989011,0,999
FMWGJEA02,薄鹽鯖魚80/100-6K-[無中骨]A團膳用,薄鹽鯖魚,876.0,888.0,0.0,606.0345700999045,0.06083669866849644,8.414435302916978,0,999
FMWGJEA0F,薄鹽鯖魚200/240-6K-[無中骨]A團膳用,薄鹽鯖魚,906.0,642.0,36.0,478.85532964007444,0.0480698277497839,9.159610136452242,0,999
1UFMJES00,薄鹽鯖魚(無骨)S(以公斤計),薄鹽鯖魚,636.0,572.0,0.0,446.77889607566755,0.044849839288075885,14.493975903614459,0,999
FMWGJEA04,薄鹽鯖魚120/140-6K-[無中骨]A團膳用,薄鹽鯖魚,288.0,492.0,6.0,295.5614235577493,0.02966989368288097,17.310924369747898,0,999
FMWGUEA04,薄鹽鯖魚110/140-6K-[有骨]A團膳用,薄鹽鯖魚,240.0,276.0,0.0,190.16742756041236,0.019089931594411788,7.791044776119403,0,999
1UFMB0015,薄鹽鯖魚200/240-5K-[無骨]團膳用,薄鹽鯖魚,165.0,145.0,0.0,182.3392503214797,0.01830410107697114,9.33381037567084,0,999
1UFMB0021,薄鹽鯖魚80/100-5K-[無骨]團膳用,薄鹽鯖魚,90.0,150.0,0.0,144.15301988766197,0.014470781479699699,7.278225806451613,0,999
FM5D15S00,薄鹽鯖魚50入(真空)1.5S(無紙板),薄鹽鯖魚,150.0,150.0,0.0,143.19836412681653,0.014374948489767912,133.33333333333334,0,999
1UFMJEL00,薄鹽鯖魚(無骨)L(以公斤計),薄鹽鯖魚,212.0,232.0,4.0,142.052777213802,0.014259948901849768,7.812865497076023,0,999
FMWGUEA06,薄鹽鯖魚170/200-[有骨]A團膳用,薄鹽鯖魚,150.0,216.0,0.0,140.90719030078748,0.014144949313931626,12.985074626865671,0,999
FMWGUEA07,薄鹽鯖魚200/240-[有骨]A團膳用,薄鹽鯖魚,150.0,192.0,0.0,128.3057342576276,0.012879953846832048,17.263803680981596,0,999
1UFMJEM00,薄鹽鯖魚(無骨)M(以公斤計),薄鹽鯖魚,108.0,176.0,0.0,96.22930069322071,0.009659965385124036,7.907692307692308,0,999
1UFMJE2L0,薄鹽鯖魚(無骨)2L(以公斤計),薄鹽鯖魚,40.0,64.0,0.0,40.4774042598468,0.0040633187731077295,10.329113924050633,0,999
1UFMJES02,薄鹽鯖魚(無骨)S-(SOTO),薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0,12.0,0,0
1UFMJE3L0,薄鹽鯖魚(無骨)3L(以公斤計),薄鹽鯖魚,24.0,92.0,12.0,36.65878121646503,0.0036799868133805856,10.976744186046512,0,999
FMWGJEA01,薄鹽鯖魚80下-6K-[無中骨]A團膳用,薄鹽鯖魚,60.0,90.0,0.0,35.5131943034505,0.003564987225462442,6.193548387096774,0,999
1UFMB0022,薄鹽鯖魚60/80-5K-[無骨]團膳用,薄鹽鯖魚,30.0,20.0,0.0,21.00242673859976,0.002108325778499294,5.625,0,999
FMWGUEA08,薄鹽鯖魚240/280-6K-[有骨]A團膳用,薄鹽鯖魚,30.0,66.0,0.0,18.329390608232515,0.0018399934066902928,8.727272727272727,0,999
FMWGUEA03,薄鹽鯖魚90/110-6K-[有骨]A團膳用,薄鹽鯖魚,30.0,42.0,0.0,14.89262986918892,0.001494994642935863,7.090909090909091,0,999
1UFMJEM01,薄鹽鯖魚(無骨)M(以片數計),薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0,9.0,0,0
1UFMJE2L1,薄鹽鯖魚(無骨)2L(以片數計),薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0,7.0,0,0
1UFMB0017,薄鹽鯖魚240/280-5K-[無骨]團膳用,薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0003833319597271443,7.083333333333333,0,0
1UFMJES01,薄鹽鯖魚(無骨)S(以片數計),薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0,6.5,0,0
1UFMJE3L1,薄鹽鯖魚(無骨)3L(以片數計),薄鹽鯖魚,0.0,0.0,0.0,0.0,0.0,5.5,0,0
1UFMJEL01,薄鹽鯖魚(無骨)L(以片數計),薄鹽鯖魚,3.0,1.0,0.0,0.7637246086763547,7.666639194542886e-05,1.6666666666666667,0,999
1UFMJE2L3,薄鹽鯖魚(無骨)2L(2公斤)(以盒計算),薄鹽鯖魚,0.0,2.0,0.0,0.38186230433817736,3.833319597271443e-05,1.125,0,999
FCH000002,青花菜(1K*10包)-佳旻,青花菜,9016.0,1122.0,80.0,4244.043714033906,0.5118979729379439,17.211131725417438,0,999
FCH000003,青花菜(10K)-佳旻,青花菜,5920.0,7520.0,20.0,4044.607185442481,0.4878428119653689,18.30316421167485,0,999
FCH000005,青花菜(1k*10包),青花菜,10.0,0.0,0.0,0.0,0.00025921509668723106,10.0,0,0
G52CM0000,水煮蛋-宏圓,水煮蛋,8600.0,8050.0,1050.0,6691.162810900473,0.9512525389302641,185.7712765957447,0,999
G52000001,水煮蛋-(30粒/包) 羽禾,水煮蛋,0.0,720.0,0.0,342.892329099526,0.04874746106973595,1080.0,0,999
1CH000003,白花菜(10K/箱)-佳旻,白花菜,3090.0,2080.0,0.0,2032.7413688673532,0.5863113264688068,15.819778789850357,0,999
1CH000002,白花菜(1K*10包)-富士鮮,白花菜,2010.0,2782.0,60.0,1434.2586311326468,0.4136886735311932,11.654794520547945,0,999
MAX000003,玉米粒(1K*10包),玉米粒,6568.0,6496.0,40.0,3784.620289677184,0.9887162572693342,10.660401537804358,0,999
MAX000011,玉米粒(10K/箱),玉米粒,160.0,60.0,0.0,43.19204965832972,0.01128374273066574,11.304347826086957,0,999
GAM200026,虱目魚肚去刺200/210(50片/箱),虱目魚肚,366.0,6.0,0.0,395.9266011550729,0.22489440565468494,37.16470588235294,0,999
GAM200024,虱目魚肚去刺130/140(80片/箱),虱目魚肚,687.0,14.0,0.0,265.2662701491251,0.150676665804672,39.714285714285715,0,999
GAM200023,虱目魚肚去刺100/120(100片/箱),虱目魚肚,358.0,0.0,0.0,0.0,0.14645289199206965,33.472972972972975,0,0
GAM200027,虱目魚肚去刺160/180(60片/箱),虱目魚肚,381.0,895.0,0.0,193.63830704249636,0.10999051805878804,39.875,0,999
GAM2UH016,虱目魚肚(有刺)-120-150g,虱目魚肚,231.0,275.0,0.0,159.64537539867257,0.09068183777260581,29.054054054054053,0,999
GAM200022,虱目魚肚去刺205/220(10K/50片/箱),虱目魚肚,0.0,0.0,0.0,0.0,0.0,45.54545454545455,0,0
GAM200003,虱目魚肚120/140-A,虱目魚肚,261.0,461.0,100.0,124.74191880010345,0.0708559606930437,36.036144578313255,0,999
GAM200025,虱目魚肚去刺180/200(60片/箱),虱目魚肚,0.0,0.0,0.0,0.0,0.0,34.95652173913044,0,0
GAM2UH011,虱目魚肚(有刺)-200-250g,虱目魚肚,20.0,260.0,0.0,121.70683561761918,0.06913197138177743,23.441558441558442,0,999
GAM2FH180,去刺虱目魚肚180g(90片/件),虱目魚肚,0.0,0.0,0.0,0.0,0.0,32.5,0,0
GAM200008,虱目魚肚140/170-A,虱目魚肚,10.0,0.0,0.0,0.0,0.06611499008706145,30.25974025974026,0,0
GAM200028,虱目魚肚去刺200/230(60片/箱),虱目魚肚,491.0,114.0,0.0,91.81126627014915,0.052150676665804675,46.53846153846154,0,999
GAM200010,虱目魚肚200/240-A,虱目魚肚,0.0,0.0,0.0,0.0,0.0,27.857142857142858,0,0
GAM2WS003,虱目魚肚(120/140)-台南純海水-A,虱目魚肚,0.0,0.0,0.0,0.0,0.0,21.7,0,0
GAM2FH100,去刺虱目魚肚100g(100片/件),虱目魚肚,0.0,0.0,0.0,0.0,0.0,30.0,0,0
GAM2UH200,虱目魚肚有刺(200/250),虱目魚肚,5.0,95.0,0.0,15.175415912421345,0.00861994655633135,14.45578231292517,0,999
GAM2UH180,虱目魚肚有刺-大(50片/箱),虱目魚肚,0.0,0.0,0.0,0.0,0.006464959917248513,18.75,0,0
GAM2WS006,虱目魚肚(200/240)-台南純海水-A,虱目魚肚,0.0,0.0,0.0,0.0,0.0,8.428571428571429,0,0
GAM200021,虱目魚肚去刺120/145(10K/70片/箱),虱目魚肚,0.0,0.0,0.0,0.0,0.003965175415912421,33.482142857142854,0,0
GAM200011,虱目魚肚240/280-A,虱目魚肚,0.0,0.0,0.0,0.0,0.0,4.0,0,0
12MFD4502,白帶魚切塊4/5(有肚) 10K/箱-津湧,白帶魚切塊,500.0,400.0,0.0,613.0983254770421,0.437559461922291,10.912621359223301,0,999
12MFD3401,白帶魚切塊3/4(有肚) 10K/箱-津湧,白帶魚切塊,442.18,440.0,0.0,534.9648498880367,0.38179672352263466,10.753008658008659,0,999
12MFD3402,白帶魚切塊3/4(有肚8cm) 10K/箱-佳魚,白帶魚切塊,100.0,160.0,0.0,123.7446161513296,0.08831475378248076,10.416666666666666,0,999
12MFD5601,白帶魚切塊5/6(有肚8cm) 10K/箱-佳魚,白帶魚切塊,100.0,110.0,0.0,101.24559503290604,0.07225752582202971,10.384615384615385,0,999
12MFD4505,白帶魚切塊4/5(12cm) 10K/箱-佳魚,白帶魚切塊,10.0,0.0,0.0,0.0,0.020071534950563807,10.0,0,0
NR2000005,四季豆(1K*10包),四季豆,1353.0,962.0,0.0,730.1639796204091,0.5228353948620361,12.262216924910607,0,999
NR2000004,四季豆(10K/箱),四季豆,1140.0,50.0,0.0,562.5163810239123,0.40279099270535995,15.922920892494929,0,999
NR2000008,四季豆(1K*10包)-紐西蘭,四季豆,190.0,69.0,0.0,103.86621366150194,0.07437361243260387,10.694444444444445,0,999
BM1501802,肉魚三去150/180(中國/10K)-粉,肉魚,450.0,490.0,0.0,317.124115129566,0.3877995642701525,11.763157894736842,0,999
BM-F10120,肉魚二去100/120 10K-3號 (越南),肉魚,0.0,0.0,0.0,0.0,0.0,12.5,0,0
BM-F12150,肉魚二去120/150 10K-4號 (越南),肉魚,0.0,0.0,0.0,0.0,0.0,11.176470588235293,0,0
BM1201502,肉魚三去120/150(中國/10K)-藍,肉魚,210.0,290.0,10.0,176.37801908891595,0.21568627450980393,11.01359574468085,0,999
BM1001200,肉魚三去100/120(中國/10K)-綠,肉魚,230.0,300.0,0.0,153.21726910754313,0.18736383442265794,10.43859649122807,0,999
BM1802000,肉魚三去180/200(中國/10K)-橙,肉魚,180.0,200.0,0.0,128.27492297375704,0.1568627450980392,10.579710144927537,0,999
BM-F80100,肉魚二去80/100 10K-2號 (越南),肉魚,0.0,0.0,0.0,0.0,0.034858387799564274,10.284516129032259,0,0
BM-F60800,肉魚二去60/80 10K-1號(越南),肉魚,10.0,10.0,0.0,7.1263846096531696,0.008714596949891068,11.714285714285714,0,999
BM1201501,肉魚三去120/150 3號(中國/10K),肉魚,10.0,0.0,0.0,0.0,0.004357298474945534,10.689655172413794,0,0
BM-F15180,肉魚二去150/180 10K-5號(越南),肉魚,0.0,0.0,0.0,0.0,0.004357298474945534,10.169491525423728,0,0
HQNRT0000,脆皮預炸三節翅W6(25支*4包)-東豐,脆皮預炸三節翅,3000.0,3050.0,0.0,3556.25,1.0,79.91573033707866,0,999
GMFB00000,暑魚清肉(去肚)13k,暑魚清肉,923.0,845.0,13.0,573.1751139248576,1.0,25.68032786885246,0,999
V1EVRX000,杏鮑菇下角料(3K/包)-B,杏鮑菇下角料,1452.0,1551.0,30.0,1061.55,1.0,7.7414543194530765,0,999
JEM5J10KG,吳郭魚整尾250/300-10K-團膳用-戎,吳郭魚,230.0,217.15,0.0,173.34357131026206,0.21283413558240508,12.678645833333333,0,999
JEM5J10KH,吳郭魚整尾300/350-10K-團膳用-戎,吳郭魚,0.0,0.0,0.0,0.0,0.1553635089958246,65.0,0,0
JEM5J10KE,吳郭魚整尾150/200-10K-團膳用-戎,吳郭魚,160.0,190.0,0.0,119.75766511691182,0.1470404638710483,13.12,0,999
JEM5J10KF,吳郭魚整尾200/250-10K-團膳用-戎,吳郭魚,120.0,160.0,0.0,110.71935076846565,0.13594307037134654,25.52,0,999
JEM5J10KI,吳郭魚整尾350/400-10K-團膳用-戎,吳郭魚,410.0,0.0,0.0,0.0,0.11374828337194302,143.33333333333334,0,0
JEM5J10KD,吳郭魚整尾120/150-10K-團膳用-戎,吳郭魚,140.0,100.0,0.0,88.1235648973502,0.10819958662209214,11.33731343283582,0,999
JEMNF0003,吳郭魚三去200/300 10K,吳郭魚,10.0,10.0,0.0,40.67241456800779,0.04993827074865791,11.05,0,999
JEM5J10KC,吳郭魚整尾100/120-10K-團膳用-戎,吳郭魚,0.0,0.0,0.0,0.0,0.0,11.886666666666667,0,0
JEMNF0000,吳郭魚三去250/300 10K-利盈,吳郭魚,0.0,0.0,0.0,0.0,0.03884087724895615,11.014492753623188,0,0
JEMNF5600,吳郭魚三去5/6 10K,吳郭魚,20.0,10.0,0.0,11.29789293555772,0.013871741874627197,10.0,0,999
JEM5J10KB,吳郭魚整尾80/100-10K-團膳用-戎,吳郭魚,0.0,20.0,0.0,10.687806717037601,0.013122667813397328,10.561538461538461,0,999
JEMNF0001,吳郭魚三去400/500 10K-利盈,吳郭魚,10.0,0.0,0.0,0.0,0.011097393499701758,10.81081081081081,0,0
A51W00001,蜜汁棒腿160g(20支*4包)-點鑫,蜜汁棒腿,1000.0,1120.0,0.0,990.4726285857989,1.0,39.44250871080139,0,999
1DM000004,白口魚120/150 10K-4號,白口魚,360.0,400.0,0.0,380.5579806974033,0.35864978902953587,10.54054054054054,0,999
1DM000007,白口魚180/200 10K-6號,白口魚,260.0,180.0,0.0,264.1520101311388,0.2489451476793249,10.384615384615385,0,999
1DM000003,白口魚100/120 10K-3號,白口魚,300.0,340.0,0.0,232.8119411325291,0.21940928270042195,10.098039215686274,0,999
1DM000005,白口魚150/180 10K-5號,白口魚,100.0,120.0,0.0,85.06590156765486,0.08016877637130802,10.0,0,999
